Marca temporal,Cuál es tu nivel de estudios,Qué ingeniería estudias/estudiaste,En qué universidad cursas/cursaste tu carrera de grado,Género,Trabajás en el rubro de la ingeniería que estudias/estudiaste,Tenés más de un trabajo,Cuál es tu situación particular de contratación,Es tu primer trabajo en el rubro,Tu empleador te paga el monotributo,Tu empleador respeta alguno de los siguientes derechos laborales,Cuántas horas trabajás por semana aproximadamente,Cuántos años de experiencia tenés en el rol (o en el rubro pero que sumen para tu rol),Tenés otras personas a cargo,Hacés home office,"Te dan alguno de estos ""beneficios""",Estás enmarcado/a en algún convenio,Te parece que la remuneración que recibís por tu trabajo es acorde a las horas que trabajás y las tareas que realizás,Cómo definís cuánto cobrás tus trabajos,Si podés definirlo: en promedio cuál es tu honorario por hora,Si querés dejanos algún comentario,Edad,¿tenés otros estudios relacionados con tu carrera,Ubicación de tu trabajo,Empleador,Remuneración mensual,Sector,Rol o área
2024-10-18 13:10:14.034,Estudiante (mayoritariamente 1er a 3er Nivel),Textil,UTN,Mujer,Empleado,No,Relación de dependencia registrada,No,,,40.0,1 o 2 años de experiencia,No,No,No,No,No,,,,20.0,Tecnicatura,,Empresa Nacional Grande,400000.0,Textil,Calidad
2024-10-18 13:10:29.699,Estudiante avanzado (mayoritariamente 4to a 6to Nivel),Civil/Construcciones,UTN,Hombre,Empleado,No,Monotributista,No,Si,"Vacaciones pagas, Aguinaldo",45.0,3 a 5 años de experiencia,De 1 a 3,No,No,UOCRA,No,,,Buena iniciativa para que tengamos información y podamos hacer valorar nuestro trabajo ,34.0,Cursos/Capacitaciones,,Constructora Nacional PyME,1100000.0,"Industrias en general, no energética","Jefe/a de obra o de sector, Computista o presupuestista"
2024-10-18 13:10:49.653,Estudiante cursada finalizada (sólo adeudo finales),Civil/Construcciones,UTN,Hombre,Empleado,No,Monotributista,No,Si,"Vacaciones pagas, Días de estudio pagos, Días por enfermedad pagos",24.0,3 a 5 años de experiencia,No,"Sí, casi siempre o siempre",Flexibilidad horaria,No,Sí,,,,28.0,,,Consultora Extranjera,850000.0,Desarrollos inmobiliarios: vivienda privada u oficinas,Proyectista estructural/Calculista
2024-10-18 13:10:59.011,Estudiante cursada finalizada (sólo adeudo finales),Civil/Construcciones,UTN,Mujer,Empleado,No,Relación de dependencia registrada,No,,,40.0,1 o 2 años de experiencia,No,3 o 4 días por semana,"Notebook, Celular, Día libre de cumpleaños, Bonos por objetivos, Comedor/vianda/plus por comida, Capacitaciones, Vacaciones adicionales, Flexibilidad horaria",No,No,,,,26.0,,,Consultora Nacional PyME,1350000.0,Desarrollos inmobiliarios: vivienda privada u oficinas,Proyectista estructural/Calculista
2024-10-18 13:11:44.317,Estudiante avanzado (mayoritariamente 4to a 6to Nivel),Civil/Construcciones,UTN,Mujer,Empleado,No,Relación de dependencia registrada,No,,,45.0,3 a 5 años de experiencia,No,1 o 2 días por semana,Flexibilidad horaria,UECARA,Sí,,,,27.0,,,Constructora Nacional PyME,1100000.0,Infraestructura de servicios,Proyectista de instalaciones sanitarias o de gas
2024-10-18 13:11:54.157,Estudiante (mayoritariamente 1er a 3er Nivel),Civil/Construcciones,UTN,Mujer,Empleado,No,Relación de dependencia registrada,No,,,8.0,3 a 5 años de experiencia,No,No,"Celular, Capacitaciones",No,No,,,,,Tecnicatura,,Instalaciónes termomecanicas ,1300000.0,Instalaciónes termomecanicas ,Proyectista termomecánico
2024-10-18 13:12:47.033,Estudiante avanzado (mayoritariamente 4to a 6to Nivel),Civil/Construcciones,UTN,Hombre,Empleado,Sí,Relación de dependencia registrada,Sí,,,24.0,3 a 5 años de experiencia,No,No,No,No,No,,,,23.0,Cursos/Capacitaciones,,Estado,430000.0,"Infraestructura de servicios, Infraestructura vial o ferroviaria","Proyectista vial, Dibujante"
2024-10-18 13:13:32.450,Estudiante cursada finalizada (sólo adeudo finales),Textil,UTN,Mujer,Empleado,No,Relación de dependencia registrada,No,,,40.0,3 a 5 años de experiencia,De 4 a 10,No,Viáticos,No,No,,,,27.0,Cursos/Capacitaciones,,Empresa Nacional PyME,1285000.0,Industria Textil,Ingeniero/a de fábrica
2024-10-18 13:13:50.376,Estudiante avanzado (mayoritariamente 4to a 6to Nivel),Civil/Construcciones,UTN,Hombre,Empleado,Sí,Relación de dependencia registrada,No,,,30.0,1 o 2 años de experiencia,No,1 o 2 días por semana,Flexibilidad horaria,UOCRA,No,,,,26.0,,,Constructora Nacional Grande,500000.0,"Desarrollos inmobiliarios: vivienda privada u oficinas, Proyectos sociales: vivienda social, urbanización","Proyectista de instalaciones sanitarias o de gas, Dibujante"
2024-10-18 13:14:15.757,Graduado/a,Civil/Construcciones,UTN,Hombre,Empleado,No,Relación de dependencia registrada,No,,,40.0,3 a 5 años de experiencia,De 4 a 10,"Sí, casi siempre o siempre","Notebook, Día libre de cumpleaños, Bonos por objetivos, Capacitaciones",No,No,,,,27.0,Cursos/Capacitaciones,,Consultora Nacional PyME,3000000.0,"Desarrollos inmobiliarios: vivienda privada u oficinas, Infraestructura de servicios, Infraestructura vial o ferroviaria","Proyectista vial, Proyectista de infraestructura hidráulica"
2024-10-18 13:15:01.609,Estudiante cursada finalizada (sólo adeudo finales),Civil/Construcciones,UTN,Mujer,Empleado,Sí,Relación de dependencia registrada,Sí,,,40.0,1 o 2 años de experiencia,No,No,No,No,No,,,,25.0,,,Estado,470000.0,Infraestructura vial o ferroviaria,Jefe/a de obra o de sector
2024-10-18 13:15:50.005,Graduado/a posgrado finalizado,Mecánica,UTN,Hombre,Freelance,Sí,,,,,25.0,Más de 10 años de experiencia,No,,,,,Cobro por hora de trabajo,35000.0,,60.0,"Licenciatura, Cursos/Capacitaciones",,,5000000.0,,Consultoría 
2024-10-18 13:16:07.638,Estudiante avanzado (mayoritariamente 4to a 6to Nivel),Civil/Construcciones,UTN,Hombre,Empleado,No,Relación de dependencia registrada,Sí,,,30.0,3 a 5 años de experiencia,No,"Sí, casi siempre o siempre","Notebook, Indumentaria, Premio anual",UECARA,Sí,,,,24.0,,,Consultora Nacional PyME,984000.0,Ingeniería de riesgo,"Dibujante, Asistente técnico de documentación o proyectos, Planificación o gestión de proyectos"
2024-10-18 13:16:52.167,Graduado/a,Civil/Construcciones,UTN,Mujer,Empleado,No,Relación de dependencia registrada,No,,,40.0,1 o 2 años de experiencia,No,1 o 2 días por semana,"Notebook, Día libre de cumpleaños, Bonos por objetivos, Comedor/vianda/plus por comida, Capacitaciones, Indumentaria",No,Sí,,,,24.0,Cursos/Capacitaciones,,Comitente Nacional Grande,1024000.0,Industria energética,"Administrativo/a de obra, Asistente técnico de documentación o proyectos, Planificación o gestión de proyectos"
2024-10-18 13:17:02.552,Estudiante avanzado (mayoritariamente 4to a 6to Nivel),Electrónica,UTN,Mujer,Empleado,Sí,Relación de dependencia registrada,No,,,40.0,1 o 2 años de experiencia,De 1 a 3,"Sí, casi siempre o siempre","Notebook, Día libre de cumpleaños, Flexibilidad horaria",No,Sí,,,,27.0,Tecnicatura,,Empresa Nacional Grande,1800000.0,Desarrollo de aplicaciones,
2024-10-18 13:17:16.279,Estudiante (mayoritariamente 1er a 3er Nivel),Civil/Construcciones,UTN,Hombre,Empleado,No,Relación de dependencia registrada,No,,,44.0,1 o 2 años de experiencia,De 1 a 3,No,"Bonos por objetivos, Comedor/vianda/plus por comida, Indumentaria, Flexibilidad horaria",UECARA,No,,,,26.0,Tecnicatura,,Constructora Nacional PyME,650000.0,Desarrollos inmobiliarios: vivienda privada u oficinas,Jefe/a de obra o de sector
2024-10-18 13:17:34.306,Estudiante avanzado (mayoritariamente 4to a 6to Nivel),Mecánica,UTN,Hombre,Empleado,No,Relación de dependencia registrada,No,,,45.0,3 a 5 años de experiencia,No,No,Comedor/vianda/plus por comida,No,No,,,,28.0,Tecnicatura,,Empresa Nacional PyME,780000.0,Diseño/Proyecto,Personal calificado
2024-10-18 13:18:15.464,Graduado/a,Civil/Construcciones,UTN,Hombre,Empleado,Sí,Relación de dependencia registrada,No,,,40.0,3 a 5 años de experiencia,De 1 a 3,1 o 2 días por semana,Notebook,No,No,,,,30.0,,,Estado,1000000.0,"Proyectos sociales: vivienda social, urbanización, Infraestructura de servicios","Proyectista de infraestructura hidráulica, Computista o presupuestista, Asistente técnico de documentación o proyectos"
2024-10-18 13:18:22.156,Estudiante avanzado (mayoritariamente 4to a 6to Nivel),Civil/Construcciones,UTN,Mujer,Freelance,Sí,,,,,30.0,No tengo experiencia o tengo menos de un año de experiencia,No,,,,,Cobro por hora de trabajo,4800.0,,27.0,,,,600000.0,Desarrollos inmobiliarios: vivienda privada u oficinas,Proyectista de instalaciones sanitarias o de gas
2024-10-18 13:18:42.746,Estudiante avanzado (mayoritariamente 4to a 6to Nivel),Civil/Construcciones,UTN,Hombre,Empleado,No,Monotributista,No,Si,"Vacaciones pagas, Días de estudio pagos",20.0,1 o 2 años de experiencia,No,No,Flexibilidad horaria,No,No,,,,25.0,,,Consultora Nacional PyME,400000.0,Desarrollos inmobiliarios: vivienda privada u oficinas,"Computista o presupuestista, Analista de economía de obra"
2024-10-18 13:19:32.604,Estudiante avanzado (mayoritariamente 4to a 6to Nivel),Textil,UTN,Mujer,Empleado,No,Relación de dependencia registrada,Sí,,,40.0,3 a 5 años de experiencia,No,No,"Comedor/vianda/plus por comida, Viáticos, Capacitaciones, Indumentaria",CCTS INTI,No,,,,26.0,Cursos/Capacitaciones,,Estado,730000.0,Textil,Calidad
2024-10-18 13:20:42.811,Estudiante avanzado (mayoritariamente 4to a 6to Nivel),Civil/Construcciones,UTN,Mujer,Empleado,No,Relación de dependencia registrada,No,,,40.0,1 o 2 años de experiencia,No,1 o 2 días por semana,"Capacitaciones, Flexibilidad horaria",UOCRA,Sí,,,,25.0,Cursos/Capacitaciones,,Constructora Nacional PyME,700000.0,Desarrollos inmobiliarios: vivienda privada u oficinas,Asistente técnico de documentación o proyectos
2024-10-18 13:22:23.380,Estudiante (mayoritariamente 1er a 3er Nivel),Civil/Construcciones,UTN,Hombre,Empleado,No,Relación de dependencia registrada,No,,,50.0,Más de 10 años de experiencia,De 4 a 10,No,"Notebook, Celular, Viáticos, Vacaciones adicionales, Flexibilidad horaria",No,No,,,Soy director de pavimentos de un municipio. Proyectista vial sentí que era lo que más se ajustaba a mis tareas pero no es del todo certero,36.0,Tecnicatura,,Estado,817000.0,Infraestructura vial o ferroviaria,Proyectista vial
2024-10-18 13:22:26.244,Estudiante (mayoritariamente 1er a 3er Nivel),Sistemas/Informática,UTN,Hombre,Empleado,No,Relación de dependencia registrada,No,,,40.0,6 a 10 años de experiencia,De 4 a 10,"Sí, casi siempre o siempre","Notebook, Celular, Día libre de cumpleaños, Viáticos, Flexibilidad horaria, 2",Bancario,Sí,,,,31.0,"Tecnicatura, Cursos/Capacitaciones",,Empresa Nacional Grande,4897000.0,Desarrollo web/aplicaciones,Líder técnico área de desarrollo
2024-10-18 13:22:39.383,Graduado/a posgrado en curso,Civil/Construcciones,UTN,Hombre,Empleado,Sí,Monotributista,No,"No. Lo pago yo, lo descuento de mi sueldo.","Vacaciones pagas, Días por enfermedad pagos",40.0,6 a 10 años de experiencia,No,3 o 4 días por semana,"Notebook, Capacitaciones, Flexibilidad horaria",No,No,,,,29.0,Cursos/Capacitaciones,,Consultora Extranjera,1500000.0,Infraestructura de servicios,Proyectista de infraestructura hidráulica
2024-10-18 13:23:00.291,Estudiante (mayoritariamente 1er a 3er Nivel),Química,UTN,Hombre,Empleado,No,Relación de dependencia registrada,No,,,44.0,3 a 5 años de experiencia,No,No,Notebook,Estatal,No,,,,28.0,Tecnicatura,,Estado,1200000.0,Nuclear,Ingenierx de procesos
2024-10-18 13:23:35.156,Estudiante (mayoritariamente 1er a 3er Nivel),Industrial,UTN,Mujer,Empleado,No,Informal,Sí,,Ninguno,20.0,3 a 5 años de experiencia,De 4 a 10,"Sí, casi siempre o siempre","Día libre de cumpleaños, Vacaciones adicionales, Flexibilidad horaria",No,Sí,,,"muy buena idea, hay que hablar mas libremente de esto",23.0,Cursos/Capacitaciones,,Empresa Extranjera,860000.0,Tech,Logística
2024-10-18 13:23:58.406,Graduado/a,Civil/Construcciones,UTN,Hombre,Empleado,No,Relación de dependencia registrada,Sí,,,45.0,1 o 2 años de experiencia,No,1 o 2 días por semana,"Notebook, Día libre de cumpleaños, Capacitaciones, Indumentaria",No,Sí,,,,27.0,,,Constructora Nacional Grande,1350000.0,Desarrollos inmobiliarios: vivienda privada u oficinas,Planificación o gestión de proyectos
2024-10-18 13:25:41.160,Graduado/a,Civil/Construcciones,UTN,Mujer,Empleado,No,Relación de dependencia registrada,No,,,40.0,1 o 2 años de experiencia,No,1 o 2 días por semana,"Notebook, Celular, Día libre de cumpleaños, Bonos por objetivos, Comedor/vianda/plus por comida, Capacitaciones, Indumentaria, Vacaciones adicionales",No,Sí,,,,25.0,Cursos/Capacitaciones,,Empresa de energía,1900000.0,Industria energética,Planificación o gestión de proyectos
2024-10-18 13:26:09.308,Estudiante avanzado (mayoritariamente 4to a 6to Nivel),Civil/Construcciones,UTN,Hombre,Empleado,Sí,Monotributista,Sí,"No. Lo pago yo, lo descuento de mi sueldo.","Días de estudio pagos, Días por enfermedad pagos",30.0,No tengo experiencia o tengo menos de un año de experiencia,No,No,No,No,No,,,,28.0,,,Constructora Nacional PyME,680000.0,Desarrollos inmobiliarios: vivienda privada u oficinas,Sobrestante
2024-10-18 13:27:52.227,Estudiante avanzado (mayoritariamente 4to a 6to Nivel),Sistemas/Informática,UTN,Mujer,Empleado,No,Relación de dependencia registrada,Sí,,,40.0,No tengo experiencia o tengo menos de un año de experiencia,No,3 o 4 días por semana,"Notebook, Día libre de cumpleaños, Capacitaciones",No,Sí,,,,21.0,Cursos/Capacitaciones,,Empresa Multinacional,900000.0,"Desarrollo web/aplicaciones, Base de datos",Desarrollador/programador
2024-10-18 13:28:02.326,Estudiante cursada finalizada (sólo adeudo finales),Civil/Construcciones,UTN,Hombre,Empleado,No,Monotributista,Sí,Si,"Vacaciones pagas, Días de vacaciones según antigüedad, Aguinaldo, Días de estudio pagos, Días por enfermedad pagos",40.0,1 o 2 años de experiencia,No,No,No,No,Sí,,,,27.0,Cursos/Capacitaciones,,Consultora Nacional PyME,1000000.0,Desarrollos inmobiliarios: vivienda privada u oficinas,Dibujante
2024-10-18 13:30:01.849,Estudiante cursada finalizada (sólo adeudo finales),Civil/Construcciones,UTN,Hombre,Empleado,No,Monotributista,Sí,Si,"Vacaciones pagas, Días de estudio pagos, Días por enfermedad pagos",45.0,1 o 2 años de experiencia,No,No,Flexibilidad horaria,No,No,,,,24.0,,,Consultora Nacional PyME,760000.0,"Desarrollos inmobiliarios: vivienda privada u oficinas, Industrias en general, no energética","Proyectista estructural/Calculista, Dibujante, Computista o presupuestista, Asistente técnico de documentación o proyectos"
2024-10-18 13:31:51.612,Graduado/a,Industrial,UCA,Hombre,Empleado,No,Relación de dependencia registrada,Sí,,,40.0,3 a 5 años de experiencia,No,1 o 2 días por semana,"Notebook, Bonos por objetivos, Comedor/vianda/plus por comida, Viáticos, Capacitaciones, Indumentaria, Vacaciones adicionales, Flexibilidad horaria",No,Sí,,,,28.0,,,Empresa Multinacional,2500000.0,Metalúrgica,Planificación
2024-10-18 13:33:16.766,Estudiante avanzado (mayoritariamente 4to a 6to Nivel),Civil/Construcciones,UTN,Hombre,Empleado,Sí,Monotributista,No,Si,"Vacaciones pagas, Días de vacaciones según antigüedad, Aguinaldo, Días de estudio pagos, Días por enfermedad pagos",40.0,6 a 10 años de experiencia,No,3 o 4 días por semana,"Notebook, Celular, Comedor/vianda/plus por comida, Vacaciones adicionales, Flexibilidad horaria",UECARA,No,,,,30.0,Cursos/Capacitaciones,,Constructora Nacional PyME,1430000.0,"Desarrollos inmobiliarios: vivienda privada u oficinas, Industrias en general, no energética","Analista de economía de obra, Planificación o gestión de proyectos"
2024-10-18 13:33:58.002,Estudiante avanzado (mayoritariamente 4to a 6to Nivel),Civil/Construcciones,UTN,Mujer,Empleado,No,Relación de dependencia registrada,Sí,,,20.0,No tengo experiencia o tengo menos de un año de experiencia,No,1 o 2 días por semana,"Notebook, Capacitaciones, Indumentaria, Flexibilidad horaria",No,Sí,,,,25.0,,,Constructora Nacional Grande,640000.0,"Investigación, Análista",Pasante de ingeniería
2024-10-18 13:34:09.342,Estudiante (mayoritariamente 1er a 3er Nivel),Civil/Construcciones,UTN,Mujer,Empleado,No,Relación de dependencia registrada,No,,,40.0,3 a 5 años de experiencia,De 1 a 3,1 o 2 días por semana,"Viáticos, Indumentaria, Flexibilidad horaria",UOCRA,No,,,,33.0,Cursos/Capacitaciones,,Constructora Nacional PyME,620000.0,"Industrias en general, no energética","Dibujante, Computista o presupuestista, Asistente técnico de documentación o proyectos"
2024-10-18 13:34:56.557,Estudiante avanzado (mayoritariamente 4to a 6to Nivel),Civil/Construcciones,UTN,Hombre,Empleado,No,Relación de dependencia registrada,No,,,30.0,3 a 5 años de experiencia,No,"Sí, casi siempre o siempre","Notebook, Flexibilidad horaria",Comercio,Sí,,,,27.0,"Tecnicatura, Cursos/Capacitaciones",,Consultora Nacional PyME,650000.0,Infraestructura aeroportuaria,Proyectista vial
2024-10-18 13:38:07.297,Graduado/a,Civil/Construcciones,UTN,Hombre,Empleado,No,Relación de dependencia registrada,No,,,45.0,3 a 5 años de experiencia,No,No,"Día libre de cumpleaños, Comedor/vianda/plus por comida",UECARA,Sí,,,,30.0,Cursos/Capacitaciones,,S.A. proveedor extranjera filial local,1900000.0,"Desarrollos inmobiliarios: vivienda privada u oficinas, Proyectos sociales: vivienda social, urbanización, Industria energética, Industrias en general, no energética, Infraestructura de servicios, Infraestructura aeroportuaria, Infraestructura portuaria","Proyectista estructural/Calculista, Dibujante, Administrativo/a de obra, Asistente técnico de documentación o proyectos"
2024-10-18 13:38:21.701,Estudiante (mayoritariamente 1er a 3er Nivel),Electrónica,UTN,Hombre,Empleado,No,Relación de dependencia registrada,Sí,,,20.0,1 o 2 años de experiencia,No,1 o 2 días por semana,"Notebook, Flexibilidad horaria",No,No,,,,26.0,,,Empresa Nacional PyME,340000.0,Desarrollo de aplicaciones,
2024-10-18 13:39:50.306,Estudiante avanzado (mayoritariamente 4to a 6to Nivel),Civil/Construcciones,UTN,Mujer,Empleado,No,Relación de dependencia registrada,No,,,45.0,1 o 2 años de experiencia,No,1 o 2 días por semana,"Notebook, Día libre de cumpleaños, Comedor/vianda/plus por comida, Capacitaciones",No,Sí,,,,30.0,Cursos/Capacitaciones,,Empresa de energía ,1500000.0,Industria energética,Dibujante
2024-10-18 13:39:59.206,Estudiante cursada finalizada (sólo adeudo finales),Industrial,UTN,Hombre,Empleado,No,Relación de dependencia registrada,Sí,,,40.0,1 o 2 años de experiencia,No,1 o 2 días por semana,"Notebook, Día libre de cumpleaños, Bonos por objetivos, Capacitaciones, Vacaciones adicionales, Flexibilidad horaria",No,No,,,,30.0,Cursos/Capacitaciones,,Empresa Nacional Grande,2000000.0,Petrolera,Planificación
2024-10-18 13:41:25.326,Estudiante avanzado (mayoritariamente 4to a 6to Nivel),Electrónica,UTN,Hombre,Empleado,No,Relación de dependencia registrada,No,,,40.0,1 o 2 años de experiencia,No,3 o 4 días por semana,"Notebook, Bonos por objetivos, Vacaciones adicionales",No,No,,,,25.0,Cursos/Capacitaciones,,Empresa Multinacional,1500000.0,Desarrollo de aplicaciones,
2024-10-18 13:41:39.433,Estudiante avanzado (mayoritariamente 4to a 6to Nivel),Electrónica,UTN,Mujer,Empleado,No,Relación de dependencia registrada,Sí,,,40.0,1 o 2 años de experiencia,No,"Sí, casi siempre o siempre","Notebook, Celular, Día libre de cumpleaños, Bonos por objetivos, Capacitaciones, Vacaciones adicionales, Flexibilidad horaria",Bancario,Sí,,,,23.0,Cursos/Capacitaciones,,Empresa Multinacional,2100000.0,Automatización,
